@evid          Date(GMT)   Origin_Time(GMT)  ID_No.  Country  Region        Source  Lat         Long          mb    Ms   Depth(km)  Yield_lower  Yield_upper  Purpose    Type      Name                                Footnote_Available?  fsu  llnl  lasa
195709062005  1957-09-06  200500.00         57032   USA      NTS           DOE     37.042900   -116.027100   0     0    -0.001     0.3          0.3          SE         SURFACE   COULOMB-B                           Na                   Na   Na    Na
195709070000  1957-09-07  000000.0          57034   USSR     NZ_RUSS       DOE     73          55            0     0    0          32           32           FMS        SURFACE   unkn                                Na                   Na   Na    Na
195709081300  1957-09-08  130000.00         57033   USA      NTS           DOE     37.086540   -116.024805   0     0    -0.25      1            1            WR         BALLOON   LAPLACE                             Na                   Na   Na    Na
195709130000  1957-09-13  000000.0          57035   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          5.9          5.9          WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195709140505  1957-09-14  050500.0          57036   UK       MARALI_AUSTR  DOE     -30         131           0     0    0          1            1            WR         TOWER     ANTLER:1                            Na                   Na   Na    Na
195709141645  1957-09-14  164500.00         57037   USA      NTS           DOE     37.033430   -116.032243   0     0    -0.2       11           11           WR         TOWER     FIZEAU                              Na                   Na   Na    Na
195709161250  1957-09-16  125000.00         57038   USA      NTS           DOE     37.086540   -116.024805   0     0    -0.5       12           12           WR         BALLOON   NEWTON                              Na                   Na   Na    Na
195709191659  1957-09-19  165959.45         57039   USA      NTS           DOE     37.195732   -116.204029   4.1   0    0.3        1.7          1.7          WR         TUNNEL    RAINIER                             Na                   Na   Na    Na
195709231230  1957-09-23  123000.00         57040   USA      NTS           DOE     37.138372   -116.118258   0     0    -0.2       19           19           WR         TOWER     WHITNEY                             Na                   Na   Na    Na
195709240900  1957-09-24  090000.0          57041   USSR     NZ_RUSS       DOE     73          55            0     0    0          1600         1600         WR         AIRDROP   unkn                                Na                   Na   Na    Na
195709250030  1957-09-25  003000.0          57042   UK       MARALI_AUSTR  DOE     -30         131           0     0    0          6            6            WR         TOWER     ANTLER:2                            Na                   Na   Na    Na
195709260500  1957-09-26  050000.0          57043   USSR     SEMI_KAZAKH   MTM     50          78            0     0    0          13           13           WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195709281300  1957-09-28  130000.00         57044   USA      NTS           DOE     37.134742   -116.041648   0     0    -0.5       12           12           WR         BALLOON   CHARLESTON                          Na                   Na   Na    Na
195710060858  1957-10-06  085800.0          57045   USSR     NZ_RUSS       DOE     73          55            0     0    0          2900         2900         WR         ATMOSPH   unkn                                Na                   Na   Na    Na
195710071300  1957-10-07  130000.00         57046   USA      NTS           DOE     37.134742   -116.041648   0     0    -0.2       8            8            WR         BALLOON   MORGAN                              Na                   Na   Na    Na
195710090645  1957-10-09  064500.0          57047   UK       MARALI_AUSTR  DOE     -30         131           0     0    0          25           25           WR         BALLOON   ANTLER:3                            Na                   Na   Na    Na
195710100655  1957-10-10  065500.0          57048   USSR     NZ_RUSS       DOE     73          55            0     0    0          10           10           WE         UW        unkn                                Na                   Na   Na    Na
195711081747  1957-11-08  174700.0          57049   UK       CHRISTMAS_IS  DOE     2           -157          0     0    0          1800         1800         WR         AIRDROP   GRAPPLE_X                           Na                   Na   Na    Na
195712062215  1957-12-06  221500.00         57050   USA      NTS           DOE     37.049895   -116.031734   0     0    0          0            0            SE         SHAFT     PASCAL-C                            Na                   Na   Na    Na
